question,choice_0,choice_1,choice_2,choice_3,choice_4,choice_5,target,prediction,explanation
explain circa question: What are your plans for tonight? answer: I have to bathe the kids.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Other,5,other is the only option that is not a plan
explain circa question: How about a game of cards? answer: I am good at poker.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Have you tried that Thai place around the corner? answer: Let's do it!,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Are you into Rock and Roll? answer: I'm nothing but a hound dog.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,2,
explain circa question: Do you like pop? answer: If it isn't too cheesy.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,"Yes, subject to some conditions",1,
explain circa question: Did you get outside and enjoy the sunny weather last weekend? answer: I was working indoors most of the time,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Are you a vegan? answer: I have never been a vegan,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Do you like thrillers? answer: I haven't found any good ones yet.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Are you into Stephen King? answer: I prefer to watch movies.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Do you like blues? answer: They make me sad.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Are you from out of state? answer: I come from Argentina.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Do you like this area of town? answer: It seems quite nice,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Do you like the rap music genre? answer: More than anything!,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Do you like to eat out? answer: I prefer to stay at home.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Do you like country music? answer: That's music I haven't acquired a taste for.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Do you live alone? answer: I live with my three children.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Will you be able to work from home? answer: I should be able to,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Do you like to go out to eat? answer: I prefer to stay in and get takeaway,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Did you hear a about our friend John's marriage? answer: John and I don't speak anymore.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Where do you work? answer: At the post office.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Other,5,other is the only place where you can work
explain circa question: Do you have a favorite singer? answer: I really like Adele.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Is Chinese good? answer: As long as we can get some spring rolls.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,"Yes, subject to some conditions",1,
explain circa question: Can you sing? answer: I have a beautiful voice.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Would you like to go out for a drink? answer: Only if I can choose the place.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,"Yes, subject to some conditions",1,
explain circa question: Do you have kids? answer: I have a toddler at home.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Are you into spicy food? answer: I love spicy food.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: do you like doing solo activities? answer: Solitaire is my favorite card game.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Are you into going to festivals? answer: I think they are a waste of money.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Did your week go well? answer: I had to deal with some difficult customers.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Does Italian food appeal to you? answer: I eat a lot of fettuccini.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
"explain circa question: Do you enjoy Mexican cuisine? answer: It's pretty good, I'm a fan of tamales.",Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Shall we head back to mine? answer: Sounds like a good plan,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Do you already have a mortgage arranged? answer: Everything has been taken care of so far.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Is it in a safe area? answer: Relatively.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Do you work full-time? answer: Full time unfortunatley,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,2,
explain circa question: Do you reread favorite books? answer: It depends on the book.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,1,
explain circa question: Can you give me a ride home? answer: I walked to work today.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Do you like traveling? answer: I'm a bit of a homebody.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Does your job involve any sort of computer based work ? answer: I'm online all day.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Did you enjoy the last Mediterranean restaurant we went to? answer: I only liked the salad.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,1,
explain circa question: Have you lived in a flat before? answer: I had a studio apartment in college.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Do you like hip hop? answer: Is that still a thing?,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,3,"in the middle, neither yes nor no"
explain circa question: Do you want to go for a drink? answer: Tomorrow would be best.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,"Yes, subject to some conditions",1,
explain circa question: Do you remember me? answer: I don't remember much about you.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Do you still have an interest in eating healthy foods? answer: I'm a vegan.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Do you like beer with your Pizza? answer: I'd rather have a soda.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Do you have pets? answer: We have a canary.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Do you like current music? answer: I'd prefer to listen to oldies.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Do you like a quiet meal? answer: I can't talk to you otherwise!,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Do you prefer to read hardbacks ? answer: I usually wait for the paperbacks.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Do you have far to travel to your place of work ? answer: My commute is short.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Do you enjoy horror? answer: I have a weak heart.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Do you go by your first name? answer: Depends on how I feel at the time.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,NA,1,
explain circa question: Do you watch documentaries very often? answer: I've seen every one on Netflix.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Would traveling for work be OK? answer: As long as it's not too far.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,"Yes, subject to some conditions",1,
explain circa question: What is your favorite food? answer: I eat Italian all of the time.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Other,5,other is your favorite food
"explain circa question: Have you had answer: ones?"",""Only if my boss is out of the office.",Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,"Yes, subject to some conditions",1,
explain circa question: Have you been enjoying your stay? answer: It's been very relaxing.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Is your family ok? answer: My family's doing very well.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Have you been feeling well? answer: My stomach is upset.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Are you planning to drink? answer: It's the only plan I have.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Do you enjoy being back home? answer: It's a treat to live here again.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Would you be interested in seeing a comedy show? answer: I love to laugh.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Did you like the food you tried when we last ate out? answer: It gave me a stomach ache.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Do you watch a lot of romance movies? answer: I'm a sucker for a love story.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Have you ever done one of those mystery mazes? answer: I got lost in one.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Does the job offer a better benefit package? answer: I'll have more vacation time.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Do you like classical music? answer: I go to sleep to it.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Do you like to cook or bake? answer: I am a great cookie maker.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Do you still see our old friends? answer: Not in a long time!,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Are you going to a show this weekend? answer: I don't have a ticket,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: What are you up to these days? answer: I work mainly,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Other,5,
explain circa question: Was that biography that you read any good? answer: It was very interesting and kept my attention throughout.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Would you be interested in a book club? answer: I don't have the time.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Are you a fan of mountain climbing? answer: I'm too intimidated.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Do you have any experience with customer relations? answer: All of my work has been in that area.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Do you still eat burgers? answer: I do like the odd burger,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Are you interested in mysteries? answer: They're the only books I will read.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Are you up for going to the museum tomorrow? answer: If I get a good night of sleep tonight.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,"Yes, subject to some conditions",1,
explain circa question: Have you seen the old neighborhood? answer: I see your Facebook posts.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,NA,0,
explain circa question: Do you still work at the supermarket? answer: I retired.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Would you like to go the pub sometime? answer: I often head to the pub on Fridays.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Did you start your job a long time ago? answer: I've been there for a year.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,"In the middle, neither yes nor no",0,
explain circa question: Are you into theater plays? answer: some of them are okay,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Will you go straight home? answer: I have to pick up milk.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Does your background match up well with the new job? answer: I think so.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Are you good at your job? answer: I like to think so,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Have you been to the opera? answer: I've never experienced that.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Do you like going to sports events? answer: I usually do,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Is that your dream home? answer: It's nice but not my dream home.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Do you enjoy eating steaks? answer: I never order steak,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Are you walking home? answer: I may get a taxi.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Want to have a BBQ this weekend? answer: A barbecue sounds pretty fun.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Do you enjoy going to the cinema? answer: It's my favorite thing to do every weekend.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Are you from the area? answer: I grew up on the other coast.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Do you work from home? answer: I'm able to work from home three days a week.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Want to have a taste of leg of lamb? answer: I can't eat meat.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Do you like food with a lot of spices? answer: The more spices the better.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Do you like asian food? answer: Only if it's spicy.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,"Yes, subject to some conditions",1,
explain circa question: Have you been living here all this time? answer: I just moved recently,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Have you ever been rock-climbing? answer: It looks too dangerous for my taste.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
"explain circa question: Have you heard any decent rock music lately? answer: Hmm, the new Three Days Grace album is pretty good.",Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Has your family been to the local zoo yet? answer: We went over Christmas when tickets were discounted.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
"explain circa question: So, do you have plans for this weekend? answer: I will be very busy preparing for the holidays.",Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Have you had a chance to travel much? answer: I did some a few years ago,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Do you think you'd like living in New York? answer: I like a place with lots of people.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: It is about the pay? answer: I need more cash.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Do you like whiskey? answer: If it's a good label.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,"Yes, subject to some conditions",1,
explain circa question: Are you committed to being in the city? answer: Why move there if you're not going to live in the city?,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,2,
explain circa question: Has it been a long time since you've seen our old houses? answer: Probably been at least ten years.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Would you like to go eat Italian food? answer: We should go to that new Italian place.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Do you like to go to the movies? answer: if the movie is good,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,"Yes, subject to some conditions",1,
explain circa question: Do you eat raw fish? answer: Not if I can help it.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Do you remember me? answer: of course I do,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Shall we head back to mine? answer: Let's go!,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Do you like it here? answer: More than anything.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Are you vegan/vegetarian? answer: I don't eat meat.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Did you play clarinet in high school? answer: I have never played an instrument.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Are things going well at work? answer: I need a vacation.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Do you have children answer: I don't like kids.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Do you have a degree for your current job? answer: My PhD covers any bases.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Want to go for a bike ride tomorrow? answer: Let me check my calendar.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,"In the middle, neither yes nor no",0,
explain circa question: Do you like fantasy stories based on history? answer: I prefer stories set in the future.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Is the location of your job a concern? answer: It's a bit farther from home than I'd like.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
"explain circa question: Off to the pub? answer: Not tonight, I have other plans.",Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Do you like solving crimes? answer: I only solve crimes.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Did you have any plans for tonight? answer: Waiting on my friend to get back with me about dinner.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Do you want to go grab a Brooklyn style pizza? answer: Let's just eat some popcorn instead.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Do you like children books? answer: Only to read to my kids.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,"Yes, subject to some conditions",1,
explain circa question: Do you have a lot of free time on the weekends? answer: My weekends consist of camping and climbing.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,NA,0,
explain circa question: Are you tired? answer: I'm so read for a nap.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Are you a lover of food and drinks? answer: I often go out for food and drinks,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Do you have a practical reason for purchasing a flat in New York? answer: I have always wanted to live there,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,0,
explain circa question: Have you grown tired of your work routine? answer: I am bored of my job.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Will you be able to manage the payments? answer: I make more than enough money these days.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Do you plan on going home? answer: I want to go for a drink.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,0,
"explain circa question: Are you living close? answer: I'm visiting from out of town, so I don't live close.",Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Are you familiar with Thai food? answer: I taught English in Thailand for three years.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Are you ready for the weekend? answer: I'm packed and ready to go.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Are community gatherings important? answer: I am a loner.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,"In the middle, neither yes nor no",2,
explain circa question: Are you planning on traveling this year? answer: No plans to be too far from home.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Do you watch documentaries very often? answer: I often watch nature documentaries.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,1,
explain circa question: Do you know how expensive New York is? answer: I've seen the prices,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Does it have two bedrooms? answer: It's a studio apartment.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Are you staying for the weekend? answer: I leave on Tuesday.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,2,
explain circa question: Are you interested in a loft? answer: Lofts are too big.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Have you read any Albert Camus? answer: His work isn't to my taste.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Want to exchange numbers and stay in touch? answer: Email me you're number.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Would you like to go to the symphony? answer: If I can get off work early enough.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,"Yes, subject to some conditions",1,
explain circa question: Did you bring comfy clothes? answer: I brought my lounging attire.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Was the trip in alright? answer: Everything was delightfully uneventful.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: You taking off too? answer: I'm heading to the gym.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Do you have to do heavy-lifting? answer: The young people lift the heavy items.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,0,
explain circa question: do you have kids? answer: I have six children.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
"explain circa question: Have you been to college? answer: I've been, have a bachelor's degree.",Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Would you be interested in a book club? answer: I can't keep up with book clubs.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Do you live in this city? answer: I live up near 145th Street.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Have you thought about your commute to work? answer: I haven't really,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Are you looking for a 1-bedroom apartment? answer: I need at least two bedrooms.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Do you like to go to high-end place? answer: I'll go if I am feeling fancy.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,"Yes, subject to some conditions",1,
explain circa question: Do you enjoy horror? answer: Scary stories are upsetting.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Do you enjoy reading classics? answer: I have all of them on my bookshelf at home.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Do you like playing sports? answer: I dig active activities.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Do you want to see the new Avengers film? answer: I've never been a movie person.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Would you like to join me for a run sometime? answer: that would be good,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Are you an animal lover? answer: I have ten cats.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Shall we book a taxi to lift us? answer: How about an Uber?,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Have you been having fun? answer: This is a blast.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Want to join a team sport? answer: That would be fun.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Are you looking to move to Manhattan? answer: Queens is an option too.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,NA,2,
explain circa question: Are the people friendly? answer: My coworkers give me the cold shoulder.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Do you like mystery? answer: I love mystery,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Do you like to do repetitive work? answer: I thrive with repetition.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Was that biography that you read any good? answer: I loved it.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Did you enjoy Taylor Swift's new album? answer: She's too poppy for me.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Billy! Are we still going rollerblading tonight? answer: I can't make it tonight,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Do you have a busy weekend planned? answer: I have lots of chores to get through,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
"explain circa question: Are you married, single, divorced, etc.? answer: I'm engaged.",Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Other,5,
explain circa question: Do you like to go to high-end place? answer: I usually go to a casual place.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Do you enjoy living out of town? answer: There's a lot to be said for not being close to neighbors.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Do you still go to the ice cream shop we loved? answer: I haven't been there since we were kids.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
